  HR|  constell|RAh|RAm| RAs|DE-|DEd|DEm|DEs| Vmag|  Sp|       vernacular|
   3| 33    Psc| 00| 05|20.1|  -| 05| 42| 27| 4.61|  K0|                 |
  15| 21Alp And| 00| 08|23.3|  +| 29| 05| 26| 2.06|  B8|                 |
  21| 11Bet Cas| 00| 09|10.7|  +| 59| 08| 59| 2.27|  F2|                 |
  25|   Eps Phe| 00| 09|24.7|  -| 45| 44| 51| 3.88|  K0|                 |
  33|  6    Cet| 00| 11|15.9|  -| 15| 28| 05| 4.89|  F7|                 |
  39| 88Gam Peg| 00| 13|14.2|  +| 15| 11| 01| 2.83|  B2|                 |
  45| 89Chi Peg| 00| 14|36.2|  +| 20| 12| 24| 4.80|  M2|                 |
  48|  7    Cet| 00| 14|38.4|  -| 18| 55| 58| 4.44|  M3|                 |
  63| 24The And| 00| 17|05.5|  +| 38| 40| 54| 4.61|  A2|                 |
  68| 25Sig And| 00| 18|19.7|  +| 36| 47| 07| 4.52|  A2|                 |
  74|  8Iot Cet| 00| 19|25.7|  -| 08| 49| 26| 3.56|  K1|                 |
  77|   Zet Tuc| 00| 20|04.3|  -| 64| 52| 29| 4.23|  F9|                 |
  98|   Bet Hyi| 00| 25|45.1|  -| 77| 15| 15| 2.80|  G2|                 |
  99|   Alp Phe| 00| 26|17.0|  -| 42| 18| 22| 2.39|  K0|                 |
 100|   Kap Phe| 00| 26|12.2|  -| 43| 40| 48| 3.94|  A7|                 |
 105|   Eta Scl| 00| 27|55.7|  -| 33| 00| 26| 4.81|  M4|                 |
 123| 14Lam Cas| 00| 31|46.4|  +| 54| 31| 20| 4.73|  B8|                 |
 125|   Lam1Phe| 00| 31|25.0|  -| 48| 48| 13| 4.77|  A0|                 |
 126|   Bet1Tuc| 00| 31|32.7|  -| 62| 57| 29| 4.37|  B9|                 |
 127|   Bet2Tuc| 00| 31|33.6|  -| 62| 57| 57| 4.54|  A2|                 |
 130| 15Kap Cas| 00| 33|00.0|  +| 62| 55| 54| 4.16|  B1|                 |
 153| 17Zet Cas| 00| 36|58.3|  +| 53| 53| 49| 3.66|  B2|                 |
 154| 29Pi  And| 00| 36|52.9|  +| 33| 43| 10| 4.36|  B5|                 |
 163| 30Eps And| 00| 38|33.3|  +| 29| 18| 42| 4.37|  G6|                 |
 165| 31Del And| 00| 39|19.7|  +| 30| 51| 39| 3.27|  K3|                 |
 168| 18Alp Cas| 00| 40|30.5|  +| 56| 32| 14| 2.23|  K0|                 |
 179| 19Xi  Cas| 00| 42|03.9|  +| 50| 30| 45| 4.80|  B2|                 |
 180|   Mu  Phe| 00| 41|19.6|  -| 46| 05| 06| 4.59|  G8|                 |
 184| 20Pi  Cas| 00| 43|28.1|  +| 47| 01| 29| 4.94|  A5|                 |
 188| 16Bet Cet| 00| 43|35.4|  -| 17| 59| 12| 2.04|  G9|                 |
 191|   Eta Phe| 00| 43|21.2|  -| 57| 27| 47| 4.36|  A0|                 |
 193| 22Omi Cas| 00| 44|43.5|  +| 48| 17| 04| 4.54|  B5|                 |
 194| 17Phi1Cet| 00| 44|11.4|  -| 10| 36| 34| 4.76|  K0|                 |
 215| 34Zet And| 00| 47|20.3|  +| 24| 16| 02| 4.06|  K1|                 |
 219| 24Eta Cas| 00| 49|06.0|  +| 57| 48| 57| 3.44|  F9|                 |
 223| 25Nu  Cas| 00| 48|50.1|  +| 50| 58| 06| 4.89|  B9|                 |
 224| 63Del Psc| 00| 48|41.0|  +| 07| 35| 06| 4.43|  K4|                 |
 226| 35Nu  And| 00| 49|48.8|  +| 41| 04| 44| 4.53|  B5|                 |
 244|          | 00| 53|04.1|  +| 61| 07| 27| 4.82|  F8|                 |
 248| 20    Cet| 00| 53|00.5|  -| 01| 08| 39| 4.77|  M0|                 |
 253| 26Ups1Cas| 00| 55|00.1|  +| 58| 58| 22| 4.83|  K2|                 |
 264| 27Gam Cas| 00| 56|42.5|  +| 60| 43| 00| 2.47|  B0|                 |
 265| 28Ups2Cas| 00| 56|39.8|  +| 59| 10| 52| 4.63|  G8|                 |
 269| 37Mu  And| 00| 56|45.2|  +| 38| 29| 58| 3.87|  A5|                 |
 271| 38Eta And| 00| 57|12.4|  +| 23| 25| 03| 4.42|  G8|                 |
 280|   Alp Scl| 00| 58|36.4|  -| 29| 21| 27| 4.31|  B7|                 |
 285|          | 01| 08|44.7|  +| 86| 15| 25| 4.25|  K2|                 |
 294| 71Eps Psc| 01| 02|56.6|  +| 07| 53| 24| 4.28|  K0|                 |
 322|   Bet Phe| 01| 06|05.0|  -| 46| 43| 07| 3.31|  G8|                 |
 334| 31Eta Cet| 01| 08|35.4|  -| 10| 10| 56| 3.45|  K1|                 |
 335| 42Phi And| 01| 09|30.2|  +| 47| 14| 31| 4.25|  B7|                 |
 337| 43Bet And| 01| 09|43.9|  +| 35| 37| 14| 2.06|  M0|                 |
 338|   Zet Phe| 01| 08|23.1|  -| 55| 14| 45| 3.92|  B6|                 |
 343| 33The Cas| 01| 11|06.2|  +| 55| 08| 59| 4.33|  A7|                 |
 351| 84Chi Psc| 01| 11|27.2|  +| 21| 02| 05| 4.66|  G8|                 |
 352| 83Tau Psc| 01| 11|39.6|  +| 30| 05| 23| 4.51|  K0|                 |
 360| 85Phi Psc| 01| 13|44.9|  +| 24| 35| 01| 4.65|  K0|                 |
 370|   Nu  Phe| 01| 15|11.1|  -| 45| 31| 53| 4.96|  F8|                 |
 377|   Kap Tuc| 01| 15|46.1|  -| 68| 52| 34| 4.86|  F6|                 |
 382| 34Phi Cas| 01| 20|04.9|  +| 58| 13| 54| 4.98|  F0|                 |
 383| 90Ups Psc| 01| 19|28.0|  +| 27| 15| 51| 4.76|  A3|                 |
 390| 46Xi  And| 01| 22|20.4|  +| 45| 31| 44| 4.88|  K0|                 |
 399| 36Psi Cas| 01| 25|56.0|  +| 68| 07| 48| 4.74|  K0|                 |
 402| 45The Cet| 01| 24|01.4|  -| 08| 11| 00| 3.60|  K0|                 |
 403| 37Del Cas| 01| 25|49.0|  +| 60| 14| 07| 2.68|  A5|                 |
 412| 46    Cet| 01| 25|37.2|  -| 14| 35| 56| 4.90|  K2|                 |
 417| 48Ome And| 01| 27|39.4|  +| 45| 24| 24| 4.83|  F5|                 |
 424|  1Alp UMi| 02| 31|48.7|  +| 89| 15| 51| 2.02|  F7|                 |
 429|   Gam Phe| 01| 28|21.9|  -| 43| 19| 06| 3.41|  M0|                 |
 434| 98Mu  Psc| 01| 30|11.1|  +| 06| 08| 38| 4.84|  K4|                 |
 437| 99Eta Psc| 01| 31|29.0|  +| 15| 20| 45| 3.62|  G7|                 |
 440|   Del Phe| 01| 31|15.1|  -| 49| 04| 22| 3.95|  K0|                 |
 442| 39Chi Cas| 01| 33|55.9|  +| 59| 13| 55| 4.71|  G9|                 |
 458| 50Ups And| 01| 36|47.8|  +| 41| 24| 20| 4.09|  F8|                 |
 464| 51    And| 01| 37|59.6|  +| 48| 37| 42| 3.57|  K3|                 |
 469| 52Chi And| 01| 39|21.0|  +| 44| 23| 10| 4.98|  G8|                 |
 472|   Alp Eri| 01| 37|42.9|  -| 57| 14| 12| 0.46|  B3|                 |
 477| 53Tau And| 01| 40|34.8|  +| 40| 34| 37| 4.94|  B8|                 |
 483|          | 01| 41|47.2|  +| 42| 36| 49| 4.95|  G1|                 |
 489|106Nu  Psc| 01| 41|25.9|  +| 05| 29| 15| 4.44|  K3|                 |
 496|   Phi Per| 01| 43|39.6|  +| 50| 41| 19| 4.07|  B2|                 |
 500|          | 01| 42|43.5|  -| 03| 41| 25| 4.99|  K3|                 |
 509| 52Tau Cet| 01| 44|04.1|  -| 15| 56| 15| 3.50|  G8|                 |
 510|110Omi Psc| 01| 45|23.6|  +| 09| 09| 28| 4.26|  G8|                 |
 531| 53Chi Cet| 01| 49|35.1|  -| 10| 41| 11| 4.67|  F3|                 |
 539| 55Zet Cet| 01| 51|27.6|  -| 10| 20| 06| 3.73|  K0|                 |
 542| 45Eps Cas| 01| 54|23.7|  +| 63| 40| 12| 3.38|  B3|                 |
 544|  2Alp Tri| 01| 53|04.9|  +| 29| 34| 44| 3.41|  F6|                 |
 545|  5Gam1Ari| 01| 53|31.8|  +| 19| 17| 45| 4.83|  B9|                 |
 546|  5Gam2Ari| 01| 53|31.8|  +| 19| 17| 37| 4.75|  A1|                 |
 548| 46Ome Cas| 01| 56|00.0|  +| 68| 41| 07| 4.99|  B8|                 |
 549|111Xi  Psc| 01| 53|33.3|  +| 03| 11| 15| 4.62|  K0|                 |
 553|  6Bet Ari| 01| 54|38.4|  +| 20| 48| 29| 2.64|  A5|                 |
 555|   Psi Phe| 01| 53|38.8|  -| 46| 18| 09| 4.41|  M4|                 |
 565| 56    Cet| 01| 56|40.2|  -| 22| 31| 37| 4.85|  K4|                 |
 566|   Chi Eri| 01| 55|57.5|  -| 51| 36| 32| 3.70|  G8|                 |
 569|  9Lam Ari| 01| 57|55.7|  +| 23| 35| 46| 4.79|  F0|                 |
 570|   Eta2Hyi| 01| 54|56.1|  -| 67| 38| 50| 4.69|  G8|                 |
 574|          | 01| 57|10.0|  -| 47| 23| 06| 4.83|  G8|                 |
 575| 48    Cas| 02| 01|57.4|  +| 70| 54| 25| 4.54|  A3|                 |
 580| 50    Cas| 02| 03|26.1|  +| 72| 25| 17| 3.98|  A2|                 |
 585| 59Ups Cet| 02| 00|00.3|  -| 21| 04| 40| 4.00|  M0|                 |
 591|   Alp Hyi| 01| 58|46.2|  -| 61| 34| 11| 2.86|  F0|                 |
 596|113Alp Psc| 02| 02|02.8|  +| 02| 45| 49| 4.33|  A0|                 |
 603| 57Gam1And| 02| 03|54.0|  +| 42| 19| 47| 2.26|  K3|                 |
 604| 57Gam2And| 02| 03|54.7|  +| 42| 19| 51| 4.84|  B8|                 |
 612|   Nu  For| 02| 04|29.4|  -| 29| 17| 49| 4.69|  B9|                 |
 617| 13Alp Ari| 02| 07|10.4|  +| 23| 27| 45| 2.00|  K2|                 |
 620| 58    And| 02| 08|29.3|  +| 37| 51| 33| 4.82|  A5|                 |
 622|  4Bet Tri| 02| 09|32.6|  +| 34| 59| 14| 3.00|  A5|                 |
 623| 14    Ari| 02| 09|25.3|  +| 25| 56| 23| 4.98|  F2|                 |
 642|  6    Tri| 02| 12|22.3|  +| 30| 18| 11| 4.94|  G5|                 |
 643| 60    And| 02| 13|13.3|  +| 44| 13| 54| 4.83|  K3|                 |
 649| 65Xi 1Cet| 02| 13|00.0|  +| 08| 50| 48| 4.37|  G6|                 |
 660|  8Del Tri| 02| 17|03.2|  +| 34| 13| 27| 4.87|  G0|                 |
 664|  9Gam Tri| 02| 17|18.9|  +| 33| 50| 50| 4.01|  A1|                 |
 674|   Phi Eri| 02| 16|30.6|  -| 51| 30| 44| 3.56|  B8|                 |
 681| 68Omi Cet| 02| 19|20.7|  -| 02| 58| 39| 3.04|  M7|                 |
 699| 65    And| 02| 25|37.4|  +| 50| 16| 43| 4.71|  K4|                 |
 705|   Del Hyi| 02| 21|44.9|  -| 68| 39| 34| 4.09|  A3|                 |
 707|   Iot Cas| 02| 29|04.0|  +| 67| 24| 09| 4.52|  A5|                 |
 708| 72Rho Cet| 02| 25|57.0|  -| 12| 17| 26| 4.89|  B9|                 |
 718| 73Xi 2Cet| 02| 28|09.5|  +| 08| 27| 36| 4.28|  B9|                 |
 721|   Kap Eri| 02| 26|59.1|  -| 47| 42| 14| 4.25|  B5|                 |
 740| 76Sig Cet| 02| 32|05.2|  -| 15| 14| 41| 4.75|  F4|                 |
 749|   Ome For| 02| 33|50.7|  -| 28| 13| 57| 4.90|  B9|                 |
 754| 78Nu  Cet| 02| 35|52.5|  +| 05| 35| 36| 4.86|  G8|                 |
 779| 82Del Cet| 02| 39|29.0|  +| 00| 19| 43| 4.07|  B2|                 |
 781| 83Eps Cet| 02| 39|33.8|  -| 11| 52| 20| 4.84|  F5|                 |
 788| 12    Per| 02| 42|14.9|  +| 40| 11| 38| 4.91|  F9|                 |
 789|          | 02| 39|48.0|  -| 42| 53| 30| 4.75|  A2|                 |
 794|   Iot Eri| 02| 40|40.0|  -| 39| 51| 20| 4.11|  K0|                 |
 799| 13The Per| 02| 44|12.0|  +| 49| 13| 42| 4.12|  F8|                 |
 801| 35    Ari| 02| 43|27.1|  +| 27| 42| 26| 4.66|  B3|                 |
 804| 86Gam Cet| 02| 43|18.0|  +| 03| 14| 09| 3.47|  A3|                 |
 806|   Eps Hyi| 02| 39|35.4|  -| 68| 16| 01| 4.11|  B9|                 |
 811| 89Pi  Cet| 02| 44|07.4|  -| 13| 51| 31| 4.25|  B7|                 |
 813| 87Mu  Cet| 02| 44|56.5|  +| 10| 06| 51| 4.27|  F0|                 |
 818|  1Tau1Eri| 02| 45|06.2|  -| 18| 34| 21| 4.47|  F6|                 |
 824| 39    Ari| 02| 47|54.5|  +| 29| 14| 50| 4.51|  K1|                 |
 834| 15Eta Per| 02| 50|41.8|  +| 55| 53| 44| 3.76|  K3|                 |
 837|   Zet Hyi| 02| 45|32.6|  -| 67| 37| 00| 4.84|  A2|                 |
 838| 41    Ari| 02| 49|59.0|  +| 27| 15| 38| 3.63|  B8|                 |
 840| 16    Per| 02| 50|35.1|  +| 38| 19| 07| 4.23|  F2|                 |
 841|   Bet For| 02| 49|05.4|  -| 32| 24| 21| 4.46|  K0|                 |
 843| 17    Per| 02| 51|30.8|  +| 35| 03| 35| 4.53|  K5|                 |
 850|  2Tau2Eri| 02| 51|02.3|  -| 21| 00| 15| 4.75|  K0|                 |
 854| 18Tau Per| 02| 54|15.5|  +| 52| 45| 45| 3.95|  G4|                 |
 868|          | 02| 53|52.9|  -| 49| 53| 25| 4.0 |  M7|                 |
 872|   Nu  Hyi| 02| 50|28.5|  -| 75| 04| 01| 4.75|  K3|                 |
 874|  3Eta Eri| 02| 56|25.7|  -| 08| 53| 53| 3.89|  K1|                 |
 879| 22Pi  Per| 02| 58|45.7|  +| 39| 39| 46| 4.70|  A2|                 |
 882| 24    Per| 02| 59|03.7|  +| 35| 10| 59| 4.93|  K2|                 |
 887| 48Eps Ari| 02| 59|12.7|  +| 21| 20| 25| 4.63|  A2|                 |
 888| 48Eps Ari| 02| 59|12.7|  +| 21| 20| 25| 4.63|  A2|                 |
 896| 91Lam Cet| 02| 59|42.9|  +| 08| 54| 27| 4.70|  B6|                 |
 897|   The1Eri| 02| 58|15.7|  -| 40| 18| 17| 3.24|  A4|                 |
 898|   The2Eri| 02| 58|16.3|  -| 40| 18| 16| 4.35|  A1|                 |
 909|   Bet Hor| 02| 58|47.8|  -| 64| 04| 17| 4.99|  A3|                 |
 911| 92Alp Cet| 03| 02|16.8|  +| 04| 05| 23| 2.53|  M1|                 |
 915| 23Gam Per| 03| 04|47.8|  +| 53| 30| 23| 2.93|  G8|                 |
 918|          | 03| 05|32.4|  +| 56| 42| 21| 4.76|  G9|                 |
 919| 11Tau3Eri| 03| 02|23.5|  -| 23| 37| 28| 4.09|  A4|                 |
 921| 25Rho Per| 03| 05|10.6|  +| 38| 50| 25| 3.39|  M4|                 |
 932|          | 03| 11|56.3|  +| 74| 23| 37| 4.87|  A2|                 |
 936| 26Bet Per| 03| 08|10.1|  +| 40| 57| 20| 2.12|  B8|                 |
 937|   Iot Per| 03| 09|04.0|  +| 49| 36| 48| 4.05|  G0|                 |
 941| 27Kap Per| 03| 09|29.8|  +| 44| 51| 26| 3.80|  K0|                 |
 947| 28Ome Per| 03| 11|17.4|  +| 39| 36| 42| 4.63|  K1|                 |
 951| 57Del Ari| 03| 11|37.8|  +| 19| 43| 36| 4.35|  K2|                 |
 963|   Alp For| 03| 12|04.3|  -| 28| 59| 13| 3.87|  F8|                 |
 972| 58Zet Ari| 03| 14|54.1|  +| 21| 02| 40| 4.89|  A1|                 |
 984| 13Zet Eri| 03| 15|50.0|  -| 08| 49| 11| 4.80|  A5|                 |
 985|          | 03| 19|59.4|  +| 65| 39| 08| 4.84|  B2|                 |
 991|          | 03| 18|43.8|  +| 34| 13| 22| 4.82|  K2|                 |
 994| 15    Eri| 03| 18|22.1|  -| 22| 30| 41| 4.88|  G6|                 |
 996| 96Kap1Cet| 03| 19|21.7|  +| 03| 22| 13| 4.83|  G5|                 |
 999|          | 03| 20|20.4|  +| 29| 02| 54| 4.47|  K2|                 |
1002| 32    Per| 03| 21|26.5|  +| 43| 19| 46| 4.95|  A3|                 |
1003| 16Tau4Eri| 03| 19|31.0|  -| 21| 45| 28| 3.69|  M3|                 |
1008|          | 03| 19|55.7|  -| 43| 04| 11| 4.27|  G8|                 |
1017| 33Alp Per| 03| 24|19.4|  +| 49| 51| 40| 1.79|  F5|           Mirfak|
1030|  1Omi Tau| 03| 24|48.8|  +| 09| 01| 44| 3.60|  G6|                 |
1034|          | 03| 28|03.1|  +| 49| 03| 46| 4.98|  B5|                 |
1035|          | 03| 29|04.1|  +| 59| 56| 25| 4.21|  B9|                 |
1038|  2Xi  Tau| 03| 27|10.2|  +| 09| 43| 58| 3.74|  B9|                 |
1040|          | 03| 29|54.9|  +| 58| 52| 43| 4.54|  A0|                 |
1044| 34    Per| 03| 29|22.1|  +| 49| 30| 32| 4.67|  B3|                 |
1052| 35Sig Per| 03| 30|34.5|  +| 47| 59| 43| 4.36|  K3|                 |
1066|  5    Tau| 03| 30|52.4|  +| 12| 56| 12| 4.11|  K0|                 |
1070| 17    Eri| 03| 30|37.1|  -| 05| 04| 31| 4.73|  B9|                 |
1083|   Kap Ret| 03| 29|22.7|  -| 62| 56| 15| 4.72|  F5|                 |
1084| 18Eps Eri| 03| 32|55.8|  -| 09| 27| 30| 3.73|  K2|              Ran|
1087| 37Psi Per| 03| 36|29.4|  +| 48| 11| 34| 4.23|  B5|                 |
1088| 19Tau5Eri| 03| 33|47.3|  -| 21| 37| 58| 4.27|  B8|                 |
1101| 10    Tau| 03| 36|52.4|  +| 00| 24| 06| 4.28|  F9|                 |
1106|          | 03| 37|05.7|  -| 40| 16| 29| 4.58|  K1|                 |
1122| 39Del Per| 03| 42|55.5|  +| 47| 47| 15| 3.01|  B5|                 |
1123| 40    Per| 03| 42|22.5|  +| 33| 57| 54| 4.97|  B0|                 |
1129|          | 03| 46|02.3|  +| 63| 20| 42| 4.80|  G0|                 |
1131| 38Omi Per| 03| 44|19.1|  +| 32| 17| 18| 3.83|  B1|             Atik|
1134|   Del For| 03| 42|14.9|  -| 31| 56| 18| 5.00|  B5|                 |
1135| 41Nu  Per| 03| 45|11.6|  +| 42| 34| 43| 3.77|  F5|                 |
1136| 23Del Eri| 03| 43|14.9|  -| 09| 45| 48| 3.54|  K0|             Rana|
1142| 17    Tau| 03| 44|52.5|  +| 24| 06| 48| 3.70|  B6|          Electra|
1143|          | 03| 42|50.1|  -| 37| 18| 49| 4.59|  K2|                 |
1145| 19    Tau| 03| 45|12.5|  +| 24| 28| 02| 4.30|  B6|          Taygeta|
1148|   Gam Cam| 03| 50|21.5|  +| 71| 19| 56| 4.63|  A2|                 |
1149| 20    Tau| 03| 45|49.6|  +| 24| 22| 04| 3.87|  B8|             Maia|
1155|          | 03| 49|31.2|  +| 65| 31| 34| 4.47|  M2|                 |
1156| 23    Tau| 03| 46|19.6|  +| 23| 56| 54| 4.18|  B6|           Merope|
1162| 26Pi  Eri| 03| 46|08.5|  -| 12| 06| 06| 4.42|  M2|                 |
1165| 25Eta Tau| 03| 47|29.1|  +| 24| 06| 18| 2.87|  B7|          Alcyone|
1173| 27Tau6Eri| 03| 46|50.9|  -| 23| 14| 59| 4.23|  F3|                 |
1175|   Bet Ret| 03| 44|12.0|  -| 64| 48| 25| 3.85|  K2|                 |
1178| 27    Tau| 03| 49|09.7|  +| 24| 03| 12| 3.63|  B8|            Atlas|
1190|          | 03| 48|35.9|  -| 37| 37| 14| 4.73|  B9|                 |
1195|          | 03| 49|27.3|  -| 36| 12| 01| 4.17|  G9|                 |
1203| 44Zet Per| 03| 54|07.9|  +| 31| 53| 01| 2.85|  B1|                 |
1205|          | 03| 57|08.3|  +| 61| 06| 32| 5.00|  K3|                 |
1208|   Gam Hyi| 03| 47|14.3|  -| 74| 14| 20| 3.24|  M2|                 |
1212| 32    Eri| 03| 54|17.5|  -| 02| 57| 17| 4.79|  G8|                 |
1213| 33Tau8Eri| 03| 53|42.6|  -| 24| 36| 45| 4.65|  B6|                 |
1220| 45Eps Per| 03| 57|51.2|  +| 40| 00| 37| 2.89|  B0|                 |
1228| 46Xi  Per| 03| 58|57.9|  +| 35| 47| 28| 4.04|  O7|           Menkib|
1231| 34Gam Eri| 03| 58|01.8|  -| 13| 30| 31| 2.95|  M0|           Zaurak|
1239| 35Lam Tau| 04| 00|40.8|  +| 12| 29| 25| 3.47|  B3|                 |
1240| 36Tau9Eri| 03| 59|55.5|  -| 24| 00| 59| 4.66|  B6|                 |
1247|   Del Ret| 03| 58|44.7|  -| 61| 24| 01| 4.56|  M2|                 |
1251| 38Nu  Tau| 04| 03|09.4|  +| 05| 59| 21| 3.91|  A1|                 |
1256| 37    Tau| 04| 04|41.7|  +| 22| 04| 55| 4.36|  K0|                 |
1261| 47Lam Per| 04| 06|35.0|  +| 50| 21| 05| 4.29|  A0|                 |
1264|   Gam Ret| 04| 00|53.8|  -| 62| 09| 34| 4.51|  M4|                 |
1266|   Iot Ret| 04| 01|18.2|  -| 61| 04| 44| 4.97|  K4|                 |
1273| 48    Per| 04| 08|39.7|  +| 47| 42| 45| 4.04|  B3|                 |
1298| 38Omi1Eri| 04| 11|51.9|  -| 06| 50| 15| 4.04|  F2|             Beid|
1302|   Del Hor| 04| 10|50.6|  -| 41| 59| 37| 4.93|  A9|                 |
1303| 51Mu  Per| 04| 14|53.9|  +| 48| 24| 34| 4.14|  G0|                 |
1306| 52    Per| 04| 14|53.3|  +| 40| 29| 01| 4.71|  G5|                 |
1311| 47    Tau| 04| 13|56.4|  +| 09| 15| 49| 4.84|  G5|                 |
1318| 39    Eri| 04| 14|23.7|  -| 10| 15| 23| 4.87|  K3|                 |
1320| 49Mu  Tau| 04| 15|32.1|  +| 08| 53| 32| 4.29|  B3|                 |
1324|          | 04| 18|14.6|  +| 50| 17| 44| 4.61|  A2|                 |
1325| 40Omi2Eri| 04| 15|16.3|  -| 07| 39| 10| 4.43|  K1|             Keid|
1326|   Alp Hor| 04| 14|00.1|  -| 42| 17| 40| 3.86|  K1|                 |
1329| 50Ome2Tau| 04| 17|15.6|  +| 20| 34| 43| 4.94|  A3|                 |
1336|   Alp Ret| 04| 14|25.5|  -| 62| 28| 26| 3.35|  G8|                 |
1338|   Gam Dor| 04| 16|01.6|  -| 51| 29| 12| 4.25|  F4|                 |
1343| 54    Per| 04| 20|24.6|  +| 34| 34| 00| 4.93|  G8|                 |
1346| 54Gam Tau| 04| 19|47.6|  +| 15| 37| 39| 3.65|  K0|     Prima_Hyadum|
1347| 41Ups4Eri| 04| 17|53.7|  -| 33| 47| 54| 3.56|  B9|                 |
1348| 52Phi Tau| 04| 20|21.3|  +| 27| 21| 03| 4.95|  K1|                 |
1350| 53    Per| 04| 21|33.2|  +| 46| 29| 56| 4.85|  B4|                 |
1355|   Eps Ret| 04| 16|28.9|  -| 59| 18| 07| 4.44|  K2|                 |
1373| 61Del1Tau| 04| 22|56.1|  +| 17| 32| 33| 3.76|  K0|   Secunda_Hyadum|
1380| 64Del2Tau| 04| 24|05.8|  +| 17| 26| 38| 4.80|  A7|                 |
1387| 65Kap1Tau| 04| 25|22.1|  +| 22| 17| 38| 4.22|  A7|                 |
1389| 68Del3Tau| 04| 25|29.4|  +| 17| 55| 41| 4.29|  A2|                 |
1392| 69Ups Tau| 04| 26|18.5|  +| 22| 48| 49| 4.28|  A8|                 |
1393| 43    Eri| 04| 24|02.2|  -| 34| 01| 01| 3.96|  K4|           Beemim|
1394| 71    Tau| 04| 26|20.8|  +| 15| 37| 06| 4.49|  F0|                 |
1396| 73Pi  Tau| 04| 26|36.4|  +| 14| 42| 49| 4.69|  G7|                 |
1407| 75    Tau| 04| 28|26.4|  +| 16| 21| 35| 4.97|  K2|                 |
1409| 74Eps Tau| 04| 28|37.0|  +| 19| 10| 49| 3.53|  G9|              Ain|
1411| 77The1Tau| 04| 28|34.5|  +| 15| 57| 44| 3.84|  K0|                 |
1412| 78The2Tau| 04| 28|39.7|  +| 15| 52| 15| 3.40|  A7|         Chamukuy|
1427|          | 04| 30|33.7|  +| 16| 11| 38| 4.78|  A6|                 |
1437| 45    Eri| 04| 31|52.7|  -| 00| 02| 38| 4.91|  K3|                 |
1444| 86Rho Tau| 04| 33|50.9|  +| 14| 50| 40| 4.65|  A8|                 |
1453| 50Ups1Eri| 04| 33|30.6|  -| 29| 46| 00| 4.51|  K0|                 |
1454| 58    Per| 04| 36|41.4|  +| 41| 15| 53| 4.25|  K4|                 |
1457| 87Alp Tau| 04| 35|55.2|  +| 16| 30| 33| 0.85|  K5|        Aldebaran|
1458| 88    Tau| 04| 35|39.3|  +| 10| 09| 39| 4.25|  A5|                 |
1463| 48Nu  Eri| 04| 36|19.1|  -| 03| 21| 09| 3.93|  B2|                 |
1464| 52Ups2Eri| 04| 35|33.0|  -| 30| 33| 44| 3.82|  G8|          Theemin|
1465|   Alp Dor| 04| 33|59.8|  -| 55| 02| 42| 3.27|  A0|                 |
1473| 90    Tau| 04| 38|09.5|  +| 12| 30| 39| 4.27|  A6|                 |
1479| 92Sig2Tau| 04| 39|16.5|  +| 15| 55| 05| 4.69|  A5|                 |
1481| 53    Eri| 04| 38|10.8|  -| 14| 18| 14| 3.87|  K2|         Sceptrum|
1496| 54    Eri| 04| 40|26.5|  -| 19| 40| 18| 4.32|  M4|                 |
1497| 94Tau Tau| 04| 42|14.7|  +| 22| 57| 25| 4.28|  B3|                 |
1502|   Alp Cae| 04| 40|33.7|  -| 41| 51| 50| 4.45|  F2|                 |
1520| 57Mu  Eri| 04| 45|30.1|  -| 03| 15| 17| 4.02|  B5|                 |
1533|          | 04| 49|54.6|  +| 37| 29| 18| 4.88|  K3|                 |
1542|  9Alp Cam| 04| 54|03.0|  +| 66| 20| 34| 4.29|  O9|                 |
1543|  1Pi 3Ori| 04| 49|50.4|  +| 06| 57| 41| 3.19|  F6|            Tabit|
1544|  2Pi 2Ori| 04| 50|36.7|  +| 08| 54| 01| 4.36|  A1|                 |
1551|  2    Aur| 04| 52|38.0|  +| 36| 42| 11| 4.78|  K2|                 |
1552|  3Pi 4Ori| 04| 51|12.4|  +| 05| 36| 18| 3.69|  B2|                 |
1556|  4Omi1Ori| 04| 52|32.0|  +| 14| 15| 02| 4.74|  S3|                 |
1560| 61Ome Eri| 04| 52|53.7|  -| 05| 27| 10| 4.39|  F4|                 |
1567|  8Pi 5Ori| 04| 54|15.1|  +| 02| 26| 26| 3.72|  B3|                 |
1568|  7    Cam| 04| 57|17.2|  +| 53| 45| 08| 4.47|  A1|                 |
1570|  7Pi 1Ori| 04| 54|53.8|  +| 10| 09| 03| 4.65|  A0|                 |
1577|  3Iot Aur| 04| 56|59.6|  +| 33| 09| 58| 2.69|  K3|         Hassaleh|
1580|  9Omi2Ori| 04| 56|22.3|  +| 13| 30| 52| 4.07|  K2|                 |
1592|  4Ome Aur| 04| 59|15.4|  +| 37| 53| 25| 4.94|  A1|                 |
1601| 10Pi 6Ori| 04| 58|32.9|  +| 01| 42| 51| 4.47|  K2|                 |
1603| 10Bet Cam| 05| 03|25.1|  +| 60| 26| 32| 4.03|  G1|                 |
1605|  7Eps Aur| 05| 01|58.1|  +| 43| 49| 24| 2.99|  F0|           Almaaz|
1611| 64    Eri| 04| 59|55.8|  -| 12| 32| 15| 4.79|  F0|                 |
1612|  8Zet Aur| 05| 02|28.7|  +| 41| 04| 33| 3.75|  K4|        Saclateni|
